"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
6.235046750E-1,-2.394201756E-1,3.040636182E-1,9.742305756E0,9.749989648E0
6.255479080E-1,-2.466027737E-1,3.112462163E-1,9.739912033E0,9.748003567E0
6.275911740E-1,-2.681505978E-1,3.040636182E-1,9.744700432E0,9.753130058E0
6.296344740E-1,-2.777273953E-1,3.064578176E-1,9.771036148E0,9.779785085E0
6.316721400E-1,-2.801215947E-1,3.016694188E-1,9.780612946E0,9.789272809E0
6.337097400E-1,-2.944868207E-1,3.016694188E-1,9.818920135E0,9.827966196E0
6.357473060E-1,-3.280056417E-1,3.064578176E-1,9.828496933E0,9.838742605E0
6.377849060E-1,-3.399766386E-1,2.968810201E-1,9.833285332E0,9.843638701E0
6.398225060E-1,-3.758896589E-1,2.777273953E-1,9.838073730E0,9.849168506E0
6.418601060E-1,-3.878606856E-1,2.585737705E-1,9.821314812E0,9.832371074E0
6.438976390E-1,-3.734954596E-1,2.585737705E-1,9.826103210E0,9.836598170E0
6.459351050E-1,-3.519476354E-1,2.585737705E-1,9.818920135E0,9.828627583E0
6.479725710E-1,-3.088520169E-1,2.633621991E-1,9.816526413E0,9.824914251E0
6.500099710E-1,-2.873041928E-1,2.681505978E-1,9.830891609E0,9.838743735E0
6.520487710E-1,-2.729389966E-1,2.681505978E-1,9.835680008E0,9.843119508E0
6.540861710E-1,-2.466027737E-1,2.944868207E-1,9.852438927E0,9.859923337E0
6.561235710E-1,-2.106897533E-1,3.088520169E-1,9.854833603E0,9.861922991E0
6.581609710E-1,-1.963245422E-1,3.040636182E-1,9.859622002E0,9.866262921E0
6.601985040E-1,-2.082955539E-1,2.920926213E-1,9.864410400E0,9.870931956E0
6.622360700E-1,-2.274491638E-1,3.040636182E-1,9.840468407E0,9.847791949E0
6.642736360E-1,-2.561795712E-1,3.088520169E-1,9.804554939E0,9.812762868E0
6.662833020E-1,-2.681505978E-1,3.040636182E-1,9.778219223E0,9.786619978E0
6.682929680E-1,-2.801215947E-1,2.944868207E-1,9.737517357E0,9.745995838E0
6.703026680E-1,-3.016694188E-1,2.920926213E-1,9.715970039E0,9.725039658E0
6.723124010E-1,-3.088520169E-1,2.920926213E-1,9.708786964E0,9.718088906E0
6.743221670E-1,-3.351882398E-1,3.064578176E-1,9.718363762E0,9.728970231E0
6.763319330E-1,-3.471592367E-1,3.327940404E-1,9.756670952E0,9.768515725E0
6.783416990E-1,-3.543418646E-1,3.208230138E-1,9.785401344E0,9.797069206E0
6.803514650E-1,-3.711012602E-1,3.160346150E-1,9.835680008E0,9.847750771E0
6.823612650E-1,-3.806780577E-1,2.944868207E-1,9.852438927E0,9.864187299E0
6.843710650E-1,-3.734954596E-1,2.729389966E-1,9.866804123E0,9.877642338E0
6.872900650E-1,-3.471592367E-1,2.729389966E-1,9.888352394E0,9.898208338E0
6.892967960E-1,-3.064578176E-1,2.705447972E-1,9.852438927E0,9.860915966E0
6.913067960E-1,-2.968810201E-1,2.729389966E-1,9.840468407E0,9.848728471E0
6.933167960E-1,-2.920926213E-1,2.777273953E-1,9.809343338E0,9.817620248E0
6.953272960E-1,-2.657563984E-1,2.992752194E-1,9.763854027E0,9.772053908E0
6.973379620E-1,-2.609679997E-1,2.992752194E-1,9.744700432E0,9.752787112E0
6.993484620E-1,-2.609679997E-1,2.920926213E-1,9.727940559E0,9.735823022E0
7.013590620E-1,-2.418143749E-1,3.064578176E-1,9.708786964E0,9.716631870E0
7.033693950E-1,-2.346317619E-1,3.136404157E-1,9.730335236E0,9.738215759E0
7.053796800E-1,-2.489969730E-1,3.280056417E-1,9.754277229E0,9.762966325E0
7.073899300E-1,-2.609679997E-1,3.256114423E-1,9.759065628E0,9.767982854E0
7.094001520E-1,-2.896983922E-1,3.232172430E-1,9.771036148E0,9.780671856E0
7.114103520E-1,-2.968810201E-1,3.112462163E-1,9.790189743E0,9.799634062E0
7.134205330E-1,-3.232172430E-1,2.920926213E-1,9.830891609E0,9.840539483E0
7.154306990E-1,-3.615244627E-1,2.777273953E-1,9.835680008E0,9.846239570E0
7.174408520E-1,-3.687070608E-1,2.705447972E-1,9.835680008E0,9.846305937E0
7.194510660E-1,-3.854664862E-1,2.777273953E-1,9.835680008E0,9.847147716E0
7.214613320E-1,-3.615244627E-1,2.801215947E-1,9.830891609E0,9.841524164E0
7.234715820E-1,-3.543418646E-1,2.729389966E-1,9.818920135E0,9.829102018E0
7.254818170E-1,-3.327940404E-1,2.849099934E-1,9.797372818E0,9.807162674E0
7.274919280E-1,-2.705447972E-1,2.825157940E-1,9.771036148E0,9.778862770E0
7.295019800E-1,-2.322375625E-1,2.944868207E-1,9.771036148E0,9.778231138E0
7.315119800E-1,-2.106897533E-1,2.968810201E-1,9.780612946E0,9.787385662E0
7.335254560E-1,-2.059013397E-1,3.136404157E-1,9.787796021E0,9.794984258E0
7.355387740E-1,-2.106897533E-1,3.064578176E-1,9.785401344E0,9.792465779E0
7.375519040E-1,-2.346317619E-1,2.992752194E-1,9.780612946E0,9.788003234E0
7.395649040E-1,-2.489969730E-1,2.968810201E-1,9.768642426E0,9.776324088E0
7.415777840E-1,-2.825157940E-1,2.920926213E-1,9.749488831E0,9.757953973E0
7.435905530E-1,-3.016694188E-1,2.992752194E-1,9.730335236E0,9.739609535E0
7.456032190E-1,-3.208230138E-1,3.016694188E-1,9.720758438E0,9.730728465E0
7.476157900E-1,-3.471592367E-1,2.992752194E-1,9.713575363E0,9.724383350E0
7.496282720E-1,-3.711012602E-1,3.040636182E-1,9.718363762E0,9.730198612E0
7.516406720E-1,-3.615244627E-1,3.112462163E-1,9.718363762E0,9.730065177E0
7.536530720E-1,-3.399766386E-1,3.184288144E-1,9.751882553E0,9.763001298E0
7.556654380E-1,-3.280056417E-1,3.112462163E-1,9.773430824E0,9.783885322E0
7.576777710E-1,-3.136404157E-1,2.873041928E-1,9.802161217E0,9.811385148E0
7.596901040E-1,-3.064578176E-1,2.801215947E-1,9.811738014E0,9.820518691E0
7.617024040E-1,-2.992752194E-1,2.825157940E-1,9.833285332E0,9.841894190E0
7.637147040E-1,-2.968810201E-1,2.849099934E-1,9.852438927E0,9.861027576E0
7.657270040E-1,-2.896983922E-1,3.040636182E-1,9.847650528E0,9.856601887E0
7.677392370E-1,-2.873041928E-1,3.088520169E-1,9.835680008E0,9.844721148E0
7.697515030E-1,-2.801215947E-1,2.896983922E-1,9.799766541E0,9.808048609E0
7.717637360E-1,-2.801215947E-1,2.992752194E-1,9.775824547E0,9.784415125E0
7.737760020E-1,-2.705447972E-1,2.968810201E-1,9.732728958E0,9.741013592E0
7.757882350E-1,-2.466027737E-1,2.896983922E-1,9.694421768E0,9.701883915E0
7.778004350E-1,-2.657563984E-1,3.088520169E-1,9.699210167E0,9.707764619E0
7.798125680E-1,-2.657563984E-1,3.160346150E-1,9.699210167E0,9.707995787E0
7.818246680E-1,-2.729389966E-1,3.112462163E-1,9.718363762E0,9.727176575E0
7.838368010E-1,-2.729389966E-1,3.112462163E-1,9.747094154E0,9.755881014E0
7.858489010E-1,-2.825157940E-1,3.136404157E-1,9.763854027E0,9.772974519E0
7.878610670E-1,-3.064578176E-1,2.968810201E-1,9.814131737E0,9.823402490E0
7.898732330E-1,-3.112462163E-1,2.944868207E-1,9.852438927E0,9.861751847E0
7.918854330E-1,-3.136404157E-1,2.920926213E-1,9.862015724E0,9.871324255E0
7.938952330E-1,-3.375824392E-1,2.873041928E-1,9.871592522E0,9.881540594E0
7.959050330E-1,-3.256114423E-1,2.681505978E-1,9.854833603E0,9.863856898E0
7.979148660E-1,-3.160346150E-1,2.705447972E-1,9.826103210E0,9.834906032E0
7.999246990E-1,-3.112462163E-1,2.657563984E-1,9.806949615E0,9.815485797E0
8.019345320E-1,-3.064578176E-1,2.825157940E-1,9.773430824E0,9.782314739E0
8.039443650E-1,-2.657563984E-1,2.944868207E-1,9.756670952E0,9.764731282E0
8.059541980E-1,-2.537853718E-1,2.968810201E-1,9.766247749E0,9.774054453E0
8.079639980E-1,-2.274491638E-1,2.992752194E-1,9.744700432E0,9.751947769E0
8.099737310E-1,-2.130839527E-1,2.753331959E-1,9.737517357E0,9.743739396E0
8.119834640E-1,-2.178723514E-1,2.705447972E-1,9.744700432E0,9.750889670E0
8.139982970E-1,-2.585737705E-1,2.896983922E-1,9.780612946E0,9.788318300E0
8.160131630E-1,-2.609679997E-1,3.088520169E-1,9.806949615E0,9.815281689E0
8.180280290E-1,-2.681505978E-1,2.944868207E-1,9.811738014E0,9.819818231E0
