"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.335965600E-2,-6.823474765E-1,2.489969730E-1,1.087715721E1,1.090138278E1
1.537165600E-2,-7.134721279E-1,4.764461517E-1,1.176301193E1,1.179425679E1
1.738465600E-2,-7.230489254E-1,3.998316824E-1,1.203116322E1,1.205950055E1
1.939765600E-2,-6.512228847E-1,-2.394201700E-3,1.212693119E1,1.214440435E1
2.141065600E-2,-4.165911078E-1,-4.955997467E-1,1.170794582E1,1.172583313E1
2.342365600E-2,-2.609679997E-1,-8.212111592E-1,1.136557484E1,1.139819211E1
2.543605600E-2,7.661445439E-2,-8.523358107E-1,1.061858368E1,1.065301204E1
2.744822200E-2,3.280056417E-1,-7.805097699E-1,9.996091843E0,1.003188095E1
2.946050700E-2,4.812345505E-1,-5.961562395E-1,9.531616211E0,9.562358315E0
3.147275700E-2,5.027823448E-1,-4.932055473E-1,9.383175850E0,9.409571235E0
3.348497900E-2,4.213795066E-1,-2.705447972E-1,9.239523888E0,9.253083640E0
3.549737900E-2,1.963245422E-1,-3.112462163E-2,9.337685585E0,9.339801077E0
3.750956000E-2,6.703764945E-2,8.858546615E-2,9.450213432E0,9.450866381E0
3.952164300E-2,-2.178723514E-1,1.268926859E-1,9.632172585E0,9.635471904E0
4.153356600E-2,-3.782838583E-1,-1.101332754E-1,9.723152161E0,9.731131278E0
4.359378000E-2,-4.381389022E-1,-4.405331016E-1,9.799766541E0,9.819442925E0
4.565098000E-2,-4.668693244E-1,-6.751648784E-1,9.888352394E0,9.922365023E0
4.770535500E-2,-4.764461517E-1,-7.302315235E-1,9.943418503E0,9.981573550E0
4.975723700E-2,-5.267243981E-1,-7.709329724E-1,1.002961063E1,1.007297700E1
5.180690300E-2,-5.865794420E-1,-6.895300746E-1,1.006312943E1,1.010376667E1
5.385463900E-2,-6.679822803E-1,-5.530605912E-1,1.004876423E1,1.008611614E1
5.590053900E-2,-7.398083210E-1,-4.405331016E-1,9.988908768E0,1.002595054E1
5.794482400E-2,-7.469909191E-1,-3.926490843E-1,9.933841705E0,9.969622850E0
5.998764200E-2,-6.727706790E-1,-3.303998411E-1,9.814131737E0,9.842711323E0
6.202907600E-2,-6.200982332E-1,-3.112462163E-1,9.756670952E0,9.781309937E0
6.406924200E-2,-5.003881454E-1,-3.734954596E-1,9.634567261E0,9.654779824E0
6.610832200E-2,-3.854664862E-1,-3.447650373E-1,9.536404610E0,9.550416756E0
6.814632200E-2,-3.327940404E-1,-2.681505978E-1,9.512462616E0,9.522058687E0
7.018335900E-2,-2.250549644E-1,-2.106897533E-1,9.519645691E0,9.524636160E0
7.221950100E-2,-1.436520964E-1,-1.173158810E-1,9.598653793E0,9.600445489E0
7.425481100E-2,-1.364694983E-1,-1.005564705E-1,9.706393242E0,9.707873366E0
7.628937700E-2,-1.316810995E-1,-1.508347094E-1,9.737517357E0,9.739575725E0
7.835201000E-2,-1.316810995E-1,-5.722141862E-1,9.622595787E0,9.640493694E0
8.041464300E-2,-1.101332754E-1,-7.206547260E-1,9.517251015E0,9.545131715E0
8.247724300E-2,2.394201700E-3,-8.164227605E-1,9.335291862E0,9.370924502E0
8.453977600E-2,1.747767180E-1,-6.775590777E-1,9.287407875E0,9.313730630E0
8.660237600E-2,2.705447972E-1,-4.453215301E-1,9.390357971E0,9.404803484E0
8.866500900E-2,2.370259613E-1,-3.782838583E-1,9.459790230E0,9.470317375E0
9.072764200E-2,3.591302410E-2,-3.615244627E-1,9.596260071E0,9.603134750E0
9.279030800E-2,-2.011129409E-1,-4.908113480E-1,9.756670952E0,9.771078255E0
9.485294100E-2,-3.208230138E-1,-5.770025849E-1,9.857227325E0,9.879311207E0
9.691547400E-2,-5.051765442E-1,-6.919242740E-1,1.010622501E1,1.014247241E1
9.897810700E-2,-6.009446383E-1,-6.607996821E-1,1.040071106E1,1.043899331E1
1.010408400E-1,-6.153098345E-1,-6.105214357E-1,1.052281570E1,1.055845599E1
1.031036730E-1,-5.937620401E-1,-5.147533417E-1,1.073829365E1,1.076700863E1
1.051439730E-1,-5.985504389E-1,-4.955997467E-1,1.075984192E1,1.078786725E1
1.071841730E-1,-6.129156351E-1,-6.296750307E-1,1.057069969E1,1.060716023E1
1.092244060E-1,-5.937620401E-1,-6.727706790E-1,1.043901825E1,1.047751286E1
1.112646390E-1,-5.386953950E-1,-6.823474765E-1,1.012298393E1,1.016024579E1
1.133048720E-1,-5.458779931E-1,-6.560112834E-1,9.739912033E0,9.777229669E0
1.153451720E-1,-5.386953950E-1,-6.967126727E-1,9.512462616E0,9.553143268E0
1.173854720E-1,-4.955997467E-1,-8.571242094E-1,9.036016464E0,9.090097610E0
1.194257380E-1,-3.639186621E-1,-8.092401624E-1,8.674491882E0,8.719754346E0
1.214660040E-1,-2.466027737E-1,-6.607996821E-1,8.612242699E0,8.641075943E0
1.235063040E-1,2.154781483E-2,-2.968810201E-1,8.727164268E0,8.732239050E0
1.255583700E-1,1.436520964E-1,-1.436520964E-1,8.940248489E0,8.942556396E0
1.276104700E-1,1.987187415E-1,-2.250549644E-1,9.052776337E0,9.057753490E0
1.296626030E-1,2.442085743E-1,-3.663128614E-1,9.122207642E0,9.132825149E0
1.317147690E-1,2.896983922E-1,-4.189853072E-1,9.150938034E0,9.165104514E0
1.337669690E-1,3.878606856E-1,-5.482721925E-1,9.179668427E0,9.204202884E0
1.358191690E-1,4.357447028E-1,-7.613561153E-1,9.100660324E0,9.142841731E0
